folio,caja,usuario,fecha,cantidad,producto,importe,valor,utilidad
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
48652,Caja 1,JENNY,25/01/2025,,,48.00,42.00,6.00
,,,,1.00,Epura Garrafon 20 Lts,48.00,42.00,6.00
48653,Caja 1,JENNY,25/01/2025,,,4.00,0.16,3.84
,,,,1.00,IMPRESION A COLORES,4.00,0.16,3.84
48654,Caja 1,JENNY,25/01/2025,,,74.00,62.02,11.98
,,,,2.00,Coca Retornable 2.5 Lts,74.00,62.02,11.98
48655,Caja 1,JENNY,25/01/2025,,,46.00,42.22,3.78
,,,,2.00,Pila Duracel Triple AAA,46.00,42.22,3.78
48656,Caja 1,JENNY,25/01/2025,,,19.00,15.00,4.00
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
48657,Caja 1,JENNY,25/01/2025,,,424.00,413.40,10.60
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,424.00,413.40,10.60
48658,Caja 1,JENNY,25/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
48659,Caja 1,JENNY,25/01/2025,,,117.00,95.64,21.36
,,,,1.00,Cloralex 500 ml,9.00,7.51,1.49
,,,,1.00,Fabuloso Fresco Amanecer 500 ml,18.00,16.17,1.83
,,,,1.00,Electrolit Uva 625 Ml,25.00,17.79,7.21
,,,,1.00,Escoba Perico Plus (p_220),65.00,54.17,10.83
48660,Caja 1,JENNY,25/01/2025,,,12.00,8.82,3.18
,,,,1.00,Nectar Valle Mango Minibrick 250ml,12.00,8.82,3.18
48661,Caja 1,JENNY,25/01/2025,,,220.00,206.70,13.30
,,,,1.00,Servicio Domicilio,8.00,0.00,8.00
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
48662,Caja 1,JENNY,25/01/2025,,,46.00,37.89,8.11
,,,,1.00,Mediacrema Lala 250g,16.00,14.10,1.90
,,,,0.27,Queso Fresco,30.00,23.79,6.21
48663,Caja 1,JENNY,25/01/2025,,,58.00,48.54,9.46
,,,,1.00,Paketaxo Quexo Ch 70gr,20.00,17.12,2.88
,,,,1.00,Big Mix Queso 75g,19.00,15.80,3.20
,,,,1.00,Big Mix Inglesa Limon 75g,19.00,15.62,3.38
48664,Caja 1,JENNY,25/01/2025,,,30.00,23.72,6.28
,,,,0.43,Jamon Rebanado Suly 1kg,30.00,23.72,6.28
48665,Caja 1,JENNY,25/01/2025,,,59.99,49.42,10.57
,,,,0.21,Queso De Hebra,25.99,22.47,3.52
,,,,0.31,Queso Fresco,34.00,26.95,7.05
48666,Caja 1,JENNY,25/01/2025,,,1499.40,1464.75,34.65
,,,,1575.00,MASTER XTREME MAYOREO RECARGA,1499.40,1464.75,34.65
48667,Caja 1,JENNY,25/01/2025,,,13.00,7.97,5.03
,,,,1.00,Agua Ciel 600ml 307906,13.00,7.97,5.03
48668,Caja 1,JENNY,25/01/2025,,,20.00,16.87,3.13
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
48669,Caja 1,JENNY,25/01/2025,,,18.00,10.41,7.59
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,10.41,7.59
48670,Caja 1,JENNY,25/01/2025,,,29.00,19.41,9.59
,,,,1.00,Powermaker Sobre Omnilife,29.00,19.41,9.59
48671,Caja 1,JENNY,25/01/2025,,,68.00,59.16,8.84
,,,,1.00,HUEVO CRIO CONO 30PZ,68.00,59.16,8.84
48672,Caja 1,JENNY,25/01/2025,,,10.00,8.10,1.90
,,,,2.00,Next C/U,10.00,8.10,1.90
48673,Caja 1,JENNY,25/01/2025,,,32.00,23.38,8.62
,,,,1.00,Power Mora 1 Lt,32.00,23.38,8.62
48674,Caja 1,JENNY,25/01/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
48675,Caja 1,JENNY,25/01/2025,,,16.00,11.44,4.56
,,,,2.00,Vogue Higienico De Rollo Ind,16.00,11.44,4.56
48676,Caja 1,JENNY,25/01/2025,,,38.00,30.21,7.79
,,,,1.00,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
,,,,1.00,Chip jalapeño 62g,21.00,16.77,4.23
48677,Caja 1,JENNY,25/01/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
48678,Caja 1,JENNY,25/01/2025,,,238.00,218.55,19.45
,,,,223.00,Abono Clientes Pay Joy,223.00,218.54,4.46
,,,,1.00,Comision Pay Joy,15.00,0.01,14.99
48679,Caja 1,JENNY,25/01/2025,,,1000.02,976.50,23.52
,,,,1050.00,MASTER TMAC MAYOREO RECARGA,1000.02,976.50,23.52
48680,Caja 1,JENNY,25/01/2025,,,40.00,35.74,4.26
,,,,2.00,Chivacola Botella Omnilife 600ml,40.00,35.74,4.26
48681,Caja 1,JENNY,25/01/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
48682,Caja 1,JENNY,25/01/2025,,,284.00,276.21,7.79
,,,,269.00,PAGO SERVICIOS XTREME MULTIPAGOS,269.00,266.31,2.69
,,,,1.00,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),15.00,9.90,5.10
48683,Caja 1,JENNY,25/01/2025,,,75.00,56.49,18.51
,,,,1.00,Whiskas 1kg,52.00,40.35,11.65
,,,,1.00,Colgate Triple Accion 75m,23.00,16.14,6.86
48684,Caja 1,JENNY,25/01/2025,,,20.00,17.29,2.71
,,,,0.16,Queso De Hebra,20.00,17.29,2.71
48685,Caja 1,JENNY,25/01/2025,,,34.50,29.58,4.92
,,,,1.00,HUEVO CRIO 1/2 CONO,34.50,29.58,4.92
48686,Caja 1,JENNY,25/01/2025,,,34.00,24.10,9.90
,,,,1.00,Nectar Valle Mango Minibrick 250ml,12.00,8.82,3.18
,,,,1.00,Moño Magico Colores Mediano,5.00,1.84,3.16
,,,,1.00,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
48687,Caja 1,JENNY,25/01/2025,,,2.00,0.89,1.11
,,,,1.00,Caramelo De aniz y menta Individual,2.00,0.89,1.11
48688,Caja 1,JENNY,25/01/2025,,,21.00,16.65,4.35
,,,,0.19,Queso Fresco,21.00,16.65,4.35
48689,Caja 1,JENNY,25/01/2025,,,110.00,91.54,18.46
,,,,0.43,Jamon Rebanado Suly 1kg,30.00,23.72,6.28
,,,,0.40,Queso De Hebra,50.00,43.22,6.78
,,,,2.00,Tortillina Del Hogar 300gr 15pz,30.00,24.60,5.40
48690,Caja 1,JENNY,25/01/2025,,,55.00,47.57,7.43
,,,,1.00,Lala deslactosada 1lit,25.00,21.64,3.36
,,,,0.24,Queso De Hebra,30.00,25.93,4.07
48691,Caja 1,JENNY,25/01/2025,,,629.00,589.09,39.91
,,,,9.00,Envios De Recargas,9.00,0.09,8.91
,,,,620.00,RECARGAS XTREME (MULTICEL-MINISUPER),620.00,589.00,31.00
48692,Caja 1,SUSANA,25/01/2025,,,31.00,27.08,3.92
,,,,1.00,YOMI DE CHOCOLATE FRIA 1LT,31.00,27.08,3.92
48693,Caja 1,SUSANA,25/01/2025,,,18.00,14.55,3.45
,,,,1.00,Ruffles Queso 52g,18.00,14.55,3.45
48694,Caja 1,SUSANA,25/01/2025,,,56.00,43.97,12.03
,,,,1.00,Patrona 500 ml,21.00,17.54,3.46
,,,,1.00,Barmicil Compuesto 30g,35.00,26.43,8.57
48695,Caja 1,SUSANA,25/01/2025,,,30.00,25.93,4.07
,,,,0.24,Queso De Hebra,30.00,25.93,4.07
48696,Caja 1,SUSANA,25/01/2025,,,15.00,12.65,2.35
,,,,1.00,Marias Gamesa 1pz 7500478010592,15.00,12.65,2.35
48697,Caja 1,SUSANA,25/01/2025,,,50.00,1.00,49.00
,,,,1.00,Chip Bait Con 100 Saldo,50.00,1.00,49.00
48698,Caja 1,SUSANA,25/01/2025,,,75.00,58.47,16.53
,,,,1.00,Chile En Rajas La Costeña 220g,17.00,12.27,4.73
,,,,1.00,Mayonesa #8 190g,28.00,22.31,5.69
,,,,1.00,Sidral mundet fresa kiwi 2 lts,30.00,23.89,6.11
48699,Caja 1,SUSANA,25/01/2025,,,20.00,18.00,2.00
,,,,1.00,Vuala de Chocolate 60g. (Minisuper) 1pz,20.00,18.00,2.00
48700,Caja 1,SUSANA,25/01/2025,,,29.00,19.57,9.43
,,,,1.00,Silicon Liquido Pelikan 30ml,13.00,9.11,3.89
,,,,1.00,Pintura Baco Cafe 20ml,8.00,5.23,2.77
,,,,1.00,Pintura Baco Verde Esmeralda 20 mL,8.00,5.23,2.77
48701,Caja 1,SUSANA,25/01/2025,,,1.00,0.94,0.06
,,,,1.00,Bombon Individual,1.00,0.94,0.06
48702,Caja 1,SUSANA,25/01/2025,,,101.00,95.01,5.99
,,,,1.00,Envios De Recargas,1.00,0.01,0.99
,,,,100.00,RECARGAS XTREME (MULTICEL-MINISUPER),100.00,95.00,5.00
48703,Caja 1,wendy,26/01/2025,,,28.00,15.00,13.00
,,,,2.00,Aliviax 550 Nuevo,28.00,15.00,13.00
48704,Caja 1,wendy,26/01/2025,,,12.00,6.94,5.06
,,,,2.00,Cigarro Marlboro Individual 1Pza,12.00,6.94,5.06
48705,Caja 1,wendy,26/01/2025,,,68.00,59.16,8.84
,,,,1.00,HUEVO CRIO CONO 30PZ,68.00,59.16,8.84
48706,Caja 1,wendy,26/01/2025,,,50.00,39.53,10.47
,,,,0.72,Jamon Rebanado Suly 1kg,50.00,39.53,10.47
48707,Caja 1,wendy,26/01/2025,,,7.00,5.34,1.66
,,,,1.00,Cafe Unico Sobre 14g,7.00,5.34,1.66
48708,Caja 1,wendy,26/01/2025,,,364.00,355.41,8.59
,,,,349.00,PAGO SERVICIOS XTREME MULTIPAGOS,349.00,345.51,3.49
,,,,1.00,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),15.00,9.90,5.10
48709,Caja 1,wendy,26/01/2025,,,124.00,104.19,19.81
,,,,0.50,Azucar 1 Kg,10.00,8.96,1.04
,,,,1.00,Blanca Nieves 500g,22.00,16.47,5.53
,,,,1.00,Cloralex 950ml,16.00,14.08,1.92
,,,,1.00,Patrona 500 ml,21.00,17.54,3.46
,,,,1.00,Marianitas De Coco 185gr,14.00,9.50,4.50
,,,,1.00,Marias Azucaradas 144Gr,18.00,14.98,3.02
,,,,1.00,Suavitel Complete Fresc Primavera 450ml,23.00,22.66,0.34
48710,Caja 1,wendy,26/01/2025,,,3.00,0.84,2.16
,,,,1.00,Curita Adheciba $3.00Par,3.00,0.84,2.16
48711,Caja 1,wendy,26/01/2025,,,7.00,4.80,2.20
,,,,1.00,Trident Menta 4 past 5.2gr,3.00,1.85,1.15
,,,,1.00,Bombon Individual,1.00,0.94,0.06
,,,,1.00,Trident Mora Azul 4 past,3.00,2.01,0.99
48712,Caja 1,wendy,26/01/2025,,,63.00,57.67,5.33
,,,,2.00,Azucar 1 Kg,38.00,35.84,2.16
,,,,1.00,Ensueño Max F Primavera Zero Enjuague 850ml,25.00,21.83,3.17
48713,Caja 1,wendy,26/01/2025,,,30.00,25.35,4.65
,,,,1.00,Axion 720gr,30.00,25.35,4.65
48714,Caja 1,wendy,26/01/2025,,,49.00,41.74,7.26
,,,,1.00,Coca Jumbo 3lts 4745,49.00,41.74,7.26
48715,Caja 1,wendy,26/01/2025,,,26.00,21.00,5.00
,,,,1.00,Yoghurt Licuado Manzana Y Granola 470g 9422,26.00,21.00,5.00
48716,Caja 1,wendy,26/01/2025,,,57.50,46.88,10.62
,,,,1.00,Canelitas Tubo 249g,33.00,26.88,6.12
,,,,1.00,Yogurth Yoplait Fresa 470gr 9757,24.50,20.00,4.50
48717,Caja 1,wendy,26/01/2025,,,29.00,1.00,28.00
,,,,1.00,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
48718,Caja 1,wendy,26/01/2025,,,41.00,32.76,8.24
,,,,1.00,Sidral Munded Jumbo 3 Lts,41.00,32.76,8.24
48719,Caja 1,wendy,26/01/2025,,,30.00,23.79,6.21
,,,,0.27,Queso Fresco,30.00,23.79,6.21
48720,Caja 1,wendy,26/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
48721,Caja 1,wendy,26/01/2025,,,32.00,24.60,7.40
,,,,1.00,Totopos 280G Normal,32.00,24.60,7.40
48722,Caja 1,wendy,26/01/2025,,,18.00,14.55,3.45
,,,,1.00,Ruffles Queso 52g 7500478044221,18.00,14.55,3.45
48723,Caja 1,wendy,26/01/2025,,,2.00,1.74,0.26
,,,,2.00,Donitas y Chechitos Surtidas 1pza,2.00,1.74,0.26
48724,Caja 1,wendy,26/01/2025,,,54.00,43.44,10.56
,,,,1.00,Mediacrema Lala 250g,16.00,14.10,1.90
,,,,0.27,Queso Fresco,30.00,23.79,6.21
,,,,1.00,Pelon Pelo Rico 30g,8.00,5.55,2.45
48725,Caja 1,wendy,26/01/2025,,,160.00,52.00,108.00
,,,,4.00,Cortina Metalica De Cumpleaños,160.00,52.00,108.00
48726,Caja 1,wendy,26/01/2025,,,6.00,3.86,2.14
,,,,1.00,Trident Menta 4 past 5.2gr,3.00,1.85,1.15
,,,,1.00,Trident Mora Azul 4 past,3.00,2.01,0.99
48727,Caja 1,wendy,26/01/2025,,,6.00,3.86,2.14
,,,,1.00,Trident Menta 4 past 5.2gr,3.00,1.85,1.15
,,,,1.00,Trident Mora Azul 4 past,3.00,2.01,0.99
48728,Caja 1,wendy,26/01/2025,,,17.00,14.84,2.16
,,,,1.00,Sal La Fina  1k,17.00,14.84,2.16
48729,Caja 1,wendy,26/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
48730,Caja 1,wendy,26/01/2025,,,6.00,3.47,2.53
,,,,1.00,Cigarro Marlboro Individual 1Pza,6.00,3.47,2.53
48731,Caja 1,wendy,26/01/2025,,,63.00,53.43,9.57
,,,,0.24,Queso De Hebra,30.00,25.93,4.07
,,,,1.00,Imitacion Queso Americano Manchego 173g,33.00,27.50,5.50
48732,Caja 1,wendy,26/01/2025,,,20.00,17.29,2.71
,,,,0.16,Queso De Hebra,20.00,17.29,2.71
48733,Caja 1,wendy,26/01/2025,,,26.00,20.73,5.27
,,,,1.00,Clarasol 1.850lt,23.00,19.05,3.95
,,,,2.00,Bubbaloo Mora Azul 5.1gr,3.00,1.68,1.32
48734,Caja 1,wendy,26/01/2025,,,140.00,117.24,22.76
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
,,,,0.48,Queso De Hebra,60.00,51.87,8.13
,,,,1.00,Harina Selecta 1kg,22.00,19.00,3.00
,,,,1.00,Receta crujiente57g,21.00,17.12,3.88
,,,,1.00,Emperador Senzo +2 Galletas 117gr,20.00,15.25,4.75
48735,Caja 1,wendy,26/01/2025,,,92.00,81.29,10.71
,,,,0.27,Queso Fresco,30.00,23.79,6.21
,,,,1.00,Colgate Total 12 150ml,62.00,57.50,4.50
48736,Caja 1,wendy,26/01/2025,,,396.00,354.96,41.04
,,,,6.00,HUEVO CRIO CONO 30PZ,396.00,354.96,41.04
48737,Caja 1,wendy,26/01/2025,,,30.00,25.93,4.07
,,,,0.24,Queso De Hebra,30.00,25.93,4.07
48738,Caja 1,wendy,26/01/2025,,,38.00,29.51,8.49
,,,,1.00,Oreo 144g 10galletas,19.00,14.51,4.49
,,,,1.00,Yoghurt Yoplait Durazno 330gr 9261,19.00,15.00,4.00
48739,Caja 1,wendy,26/01/2025,,,48.50,37.38,11.12
,,,,1.00,Fritos Con Chorizo 60g,15.00,12.82,2.18
,,,,1.00,Yogurth Yoplait Fresa 470gr 9757,24.50,20.00,4.50
,,,,6.00,Clorets Menta 2.8gr 2Pastillas,9.00,4.56,4.44
48740,Caja 1,wendy,26/01/2025,,,5.00,3.55,1.45
,,,,1.00,Bubbaloo Paleta Xtreme Mora 1Pz,5.00,3.55,1.45
48741,Caja 1,wendy,26/01/2025,,,88.00,68.77,19.23
,,,,1.00,Fresca Jumbo 3lts,41.00,32.76,8.24
,,,,1.00,Vaso Termico de Unicel #8 Paq 25pzas,17.00,12.12,4.88
,,,,1.00,Sidral mundet fresa kiwi 2 lts,30.00,23.89,6.11
48742,Caja 1,wendy,26/01/2025,,,39.00,32.12,6.88
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
,,,,1.00,Paketaxo Quexo Ch 70gr,20.00,17.12,2.88
48743,Caja 1,wendy,26/01/2025,,,92.00,84.44,7.56
,,,,4.00,Pila Duracel Triple AAA,92.00,84.44,7.56
48744,Caja 1,wendy,26/01/2025,,,26.00,20.18,5.82
,,,,0.50,Whiskas 1kg,26.00,20.18,5.82
48745,Caja 1,wendy,26/01/2025,,,8.00,0.90,7.10
,,,,1.00,Jeringa De 3ml,8.00,0.90,7.10
48746,Caja 1,wendy,26/01/2025,,,38.00,30.80,7.20
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
,,,,1.00,Big Mix Queso 75g,19.00,15.80,3.20
48747,Caja 1,wendy,26/01/2025,,,19.00,15.00,4.00
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
48748,Caja 1,wendy,26/01/2025,,,7.00,4.92,2.08
,,,,1.00,Crossantines 32g,7.00,4.92,2.08
48749,Caja 1,wendy,26/01/2025,,,30.00,25.57,4.43
,,,,1.00,coca cola 1.350 ml,30.00,25.57,4.43
48750,Caja 1,wendy,26/01/2025,,,152.00,142.52,9.48
,,,,2.00,Envios De Recargas,2.00,0.02,1.98
,,,,150.00,RECARGAS XTREME (MULTICEL-MINISUPER),150.00,142.50,7.50
48751,Caja 1,wendy,26/01/2025,,,260.00,247.04,12.96
,,,,1.00,COCA COLA 2.5LT RET PAQ 8PZ,260.00,247.04,12.96
48752,Caja 1,JENNY,26/01/2025,,,21.00,16.80,4.20
,,,,1.00,Sponch 120gr,21.00,16.80,4.20
48753,Caja 1,JENNY,26/01/2025,,,10.00,8.31,1.69
,,,,1.00,kiyakis 60gr,10.00,8.31,1.69
48754,Caja 1,JENNY,26/01/2025,,,7.00,4.92,2.08
,,,,1.00,Crossantines 32g,7.00,4.92,2.08
48755,Caja 1,JENNY,26/01/2025,,,10.00,2.40,7.60
,,,,2.00,Opalina Gruesa (mayoreo 5pzas),10.00,2.40,7.60
48756,Caja 1,JENNY,26/01/2025,,,25.00,17.79,7.21
,,,,1.00,Electrolit Uva 625 Ml,25.00,17.79,7.21
48757,Caja 1,JENNY,26/01/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
48758,Caja 1,JENNY,26/01/2025,,,424.00,413.40,10.60
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,424.00,413.40,10.60
48759,Caja 1,JENNY,26/01/2025,,,67.00,54.55,12.45
,,,,1.00,Jamon Rebanado Suly 1kg,67.00,54.55,12.45
48760,Caja 1,JENNY,26/01/2025,,,39.00,34.45,4.55
,,,,1.00,Coca Retornable 3LTS 3068,39.00,34.45,4.55
48761,Caja 1,JENNY,26/01/2025,,,30.00,23.72,6.28
,,,,0.43,Jamon Rebanado Suly 1kg,30.00,23.72,6.28
48762,Caja 1,JENNY,26/01/2025,,,76.00,60.23,15.77
,,,,1.00,Pepsi Jumbo 3Lt,40.00,31.13,8.87
,,,,1.00,Sabritas Adobadas 42gm,18.00,14.55,3.45
,,,,1.00,Sabritas Flamin Hot 45gm,18.00,14.55,3.45
48763,Caja 1,JENNY,26/01/2025,,,60.01,49.87,10.14
,,,,0.25,Queso De Hebra,32.00,27.67,4.33
,,,,0.25,Queso Fresco,28.01,22.20,5.81
48764,Caja 1,JENNY,26/01/2025,,,87.00,76.16,10.84
,,,,1.00,CIGARROS MARLBORO ROJO CORTOS 20PZ,87.00,76.16,10.84
48765,Caja 1,JENNY,26/01/2025,,,23.00,18.04,4.96
,,,,1.00,Donitas Espolvoreada C/8pza,23.00,18.04,4.96
48766,Caja 1,JENNY,26/01/2025,,,8.00,0.32,7.68
,,,,2.00,IMPRESION A COLORES,8.00,0.32,7.68
48767,Caja 1,JENNY,26/01/2025,,,11.00,6.47,4.53
,,,,1.00,Epura 600 ml,11.00,6.47,4.53
48768,Caja 1,JENNY,26/01/2025,,,20.00,17.87,2.13
,,,,1.00,Chivacola Botella Omnilife 600ml,20.00,17.87,2.13
48769,Caja 1,JENNY,26/01/2025,,,3.00,1.99,1.01
,,,,1.00,Clorets Plus 4pastillas,3.00,1.99,1.01
48770,Caja 1,JENNY,26/01/2025,,,10.00,8.81,1.19
,,,,1.00,Prestobarba Permasharp,10.00,8.81,1.19
48771,Caja 1,JENNY,26/01/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
48772,Caja 1,JENNY,26/01/2025,,,17.00,14.00,3.00
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
48773,Caja 1,JENNY,26/01/2025,,,17.00,12.75,4.25
,,,,1.00,Nectar Valle Durazno Cristal 413ml,17.00,12.75,4.25
48774,Caja 1,JENNY,26/01/2025,,,6.00,3.47,2.53
,,,,1.00,Cigarro Marlboro Individual 1Pza,6.00,3.47,2.53
48775,Caja 1,JENNY,26/01/2025,,,48.00,40.12,7.88
,,,,1.00,Sabritas Sal Original 45g,18.00,14.55,3.45
,,,,1.00,coca cola 1.350 ml,30.00,25.57,4.43
48776,Caja 1,JENNY,26/01/2025,,,22.00,16.80,5.20
,,,,1.00,polvorones mas 2 galletas,22.00,16.80,5.20
48777,Caja 1,JENNY,26/01/2025,,,110.00,85.82,24.18
,,,,1.00,Fanta Jumbo Naranja 3lts,41.00,32.76,8.24
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),19.00,15.00,4.00
,,,,4.00,Vaso Plastico Individual del #8 1pza,4.00,1.76,2.24
,,,,1.00,Roles Glaseados 3pzas 205g,27.00,20.50,6.50
,,,,1.00,Big Mix Queso 75g,19.00,15.80,3.20
48778,Caja 1,JENNY,26/01/2025,,,40.00,31.72,8.28
,,,,0.36,Queso Fresco,40.00,31.72,8.28
48779,Caja 1,JENNY,26/01/2025,,,40.01,34.58,5.43
,,,,0.32,Queso De Hebra,40.01,34.58,5.43
48780,Caja 1,JENNY,26/01/2025,,,26.00,15.94,10.06
,,,,2.00,Agua Ciel 600ml 307906,26.00,15.94,10.06
48781,Caja 1,JENNY,26/01/2025,,,212.00,206.70,5.30
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,212.00,206.70,5.30
48782,Caja 1,JENNY,26/01/2025,,,20.00,13.47,6.53
,,,,1.00,Regalo Mediano Dama,20.00,13.47,6.53
48783,Caja 1,JENNY,26/01/2025,,,39.00,34.45,4.55
,,,,1.00,Coca Retornable 3LTS 3068,39.00,34.45,4.55
48784,Caja 1,JENNY,26/01/2025,,,33.00,26.88,6.12
,,,,1.00,Mini Barritas Fresa Tubo 222g,33.00,26.88,6.12
48785,Caja 1,JENNY,26/01/2025,,,50.00,43.22,6.78
,,,,0.40,Queso De Hebra,50.00,43.22,6.78
48786,Caja 1,JENNY,26/01/2025,,,18.00,10.41,7.59
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,10.41,7.59
48787,Caja 1,JENNY,26/01/2025,,,49.00,42.25,6.75
,,,,1.00,Coca Retornable 3LTS 3068,39.00,34.45,4.55
,,,,1.00,BubuLubu Ricolino 35g,10.00,7.80,2.20
48788,Caja 1,JENNY,26/01/2025,,,55.00,43.74,11.26
,,,,2.00,Leche Nito Bebida Chocolate 236G,28.00,23.24,4.76
,,,,1.00,Roles Glaseados 3pzas 205g,27.00,20.50,6.50
48789,Caja 1,JENNY,26/01/2025,,,26.00,20.40,5.60
,,,,1.00,Queso philadelphia 90gr 8628,26.00,20.40,5.60
48790,Caja 1,JENNY,26/01/2025,,,2.00,0.89,1.11
,,,,1.00,Caramelo De aniz y menta Individual,2.00,0.89,1.11
48791,Caja 1,JENNY,26/01/2025,,,47.00,35.83,11.17
,,,,5.00,Vaso Plastico Individual del #8 1pza,5.00,2.20,2.80
,,,,1.00,Donitas y Chechitos Surtidas 1pza,1.00,0.87,0.13
,,,,1.00,Sidral Munded Jumbo 3 Lts,41.00,32.76,8.24
48792,Caja 1,JENNY,26/01/2025,,,44.00,32.55,11.45
,,,,2.00,Pedigree Cachorro De Pollo Filete 100g,26.00,18.00,8.00
,,,,1.00,Doritos Nacho 61gr,18.00,14.55,3.45
48793,Caja 1,JENNY,26/01/2025,,,22.00,19.93,2.07
,,,,1.00,Azucar 1 Kg,19.00,17.92,1.08
,,,,1.00,Trident Mora Azul 4 past,3.00,2.01,0.99
48794,Caja 1,JENNY,26/01/2025,,,26.00,21.58,4.42
,,,,1.00,Petalo ULTRARESISTENTE 300Hs,26.00,21.58,4.42
48795,Caja 1,JENNY,26/01/2025,,,139.50,111.85,27.65
,,,,1.00,Clavel Abre Facil 360ml,20.00,17.65,2.35
,,,,1.00,Lechera lata 375g,29.00,24.90,4.10
,,,,2.00,Pancrema 151g,28.00,21.56,6.44
,,,,1.00,Vainilla 120  Ml,16.00,10.54,5.46
,,,,1.00,Queso Philadelphia 190g 8602,46.50,37.20,9.30
48796,Caja 1,JENNY,26/01/2025,,,100.00,77.14,22.86
,,,,1.00,Pepsi 1.5Lt,24.00,19.33,4.67
,,,,4.00,Nissin Camaron Picante S/Prepárar,56.00,42.56,13.44
,,,,1.00,Cremax De Nieve Chocolate 90g 7500478022885,20.00,15.25,4.75
48797,Caja 1,JENNY,26/01/2025,,,113.00,88.53,24.47
,,,,1.00,Mayonesa #4 105g,19.00,15.68,3.32
,,,,1.00,Pan bimbo Blanco Grande 640g,50.00,39.01,10.99
,,,,0.43,Jamon Rebanado Suly 1kg,30.00,23.72,6.28
,,,,1.00,QUESO CASTEL PAQ 10PZA,14.00,10.12,3.88
48798,Caja 1,JENNY,26/01/2025,,,19.00,14.17,4.83
,,,,1.00,Valle Frut Citrus 600ML 330683,19.00,14.17,4.83
48799,Caja 1,JENNY,26/01/2025,,,62.00,47.42,14.58
,,,,1.00,Canela Sobre,6.00,3.12,2.88
,,,,1.00,Nutrileche 1pza,21.00,18.13,2.87
,,,,0.29,Jamon Rebanado Suly 1kg,20.00,15.81,4.19
,,,,0.31,Salchijocho Pavo Any Agranel,15.00,10.36,4.64
48800,Caja 1,JENNY,26/01/2025,,,31.00,24.22,6.78
,,,,1.00,Cigarro Marlboro Individual 1Pza,6.00,3.47,2.53
,,,,1.00,tortillina 382.5g,25.00,20.75,4.25
48801,Caja 1,JENNY,26/01/2025,,,35.00,27.30,7.70
,,,,1.00,Nectar Valle Durazno Cristal 413ml,17.00,12.75,4.25
,,,,1.00,Doritos Pizzerolas 61g,18.00,14.55,3.45
48802,Caja 1,JENNY,26/01/2025,,,21.00,17.12,3.88
,,,,1.00,Receta crujiente57g,21.00,17.12,3.88
48803,Caja 1,JENNY,26/01/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
48804,Caja 1,JENNY,26/01/2025,,,32.00,24.60,7.40
,,,,1.00,Totopos 280G Normal,32.00,24.60,7.40
48805,Caja 1,JENNY,26/01/2025,,,24.00,0.52,23.48
,,,,2.00,Pentrexil Ampicilina 500gr,24.00,0.52,23.48
48806,Caja 1,JENNY,26/01/2025,,,15.00,12.30,2.70
,,,,1.00,Tortillina Del Hogar 300gr 15pz,15.00,12.30,2.70
