folio,caja,usuario,fecha,cantidad,producto,importe,valor,utilidad
68129,Caja 1,SUSANA,18/06/2025,,,72.00,61.35,10.65
,,,,1.00,Pepsi Jumbo 3Lt,38.00,30.10,7.90
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68130,Caja 1,SUSANA,18/06/2025,,,11.00,7.58,3.42
,,,,1.00,Pelon Pelo Rico 30g,8.00,5.71,2.29
,,,,1.00,Trident Menta 4 past 5.2gr,3.00,1.87,1.13
68131,Caja 1,SUSANA,18/06/2025,,,9.00,6.08,2.92
,,,,1.00,Halls De Menta,9.00,6.08,2.92
68132,Caja 1,SUSANA,18/06/2025,,,31.00,26.37,4.63
,,,,1.00,Peñafiel  Naranjada 2L,31.00,26.37,4.63
68133,Caja 1,SUSANA,18/06/2025,,,13.00,10.17,2.83
,,,,1.00,Chocolatines 42g Gamesa,13.00,10.17,2.83
68134,Caja 1,SUSANA,18/06/2025,,,29.00,1.00,28.00
,,,,1.00,Chip29 Telcel Sin Saldo Activar C/50 Saldo,29.00,1.00,28.00
68135,Caja 1,SUSANA,18/06/2025,,,223.00,217.43,5.57
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68136,Caja 1,SUSANA,18/06/2025,,,62.00,57.02,4.98
,,,,2.00,Envios De Recargas,2.00,0.02,1.98
,,,,60.00,RECARGAS XTREME (MULTICEL-MINISUPER),60.00,57.00,3.00
68137,Caja 1,JENNY,19/06/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
68138,Caja 1,JENNY,19/06/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
68139,Caja 1,JENNY,19/06/2025,,,15.00,11.96,3.04
,,,,1.00,Marias Gamesa 1pz 7500478010592,15.00,11.96,3.04
68140,Caja 1,JENNY,19/06/2025,,,34.00,31.25,2.75
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68141,Caja 1,JENNY,19/06/2025,,,67.00,62.49,4.51
,,,,1.00,HUEVO CRIO CONO 30PZ,67.00,62.49,4.51
68142,Caja 1,JENNY,19/06/2025,,,113.00,90.40,22.60
,,,,1.00,Mayonesa #8 190g,28.00,23.03,4.97
,,,,1.00,Marias Gamesa 1pz 7500478010592,15.00,11.96,3.04
,,,,1.00,Mantequilla La Villita 90gr,16.00,10.59,5.41
,,,,2.00,tortillina 382.5g,54.00,44.82,9.18
68143,Caja 1,JENNY,19/06/2025,,,27.00,22.95,4.05
,,,,1.00,Coca Cola 250ml Plastico,12.00,10.11,1.89
,,,,1.00,Cheetos Torcido Naranja 52g,15.00,12.84,2.16
68144,Caja Icsi,Luis,19/06/2025,,,27.00,22.00,5.00
,,,,1.00,Yoplait Licuado De Fresa 470gm 9534,27.00,22.00,5.00
68145,Caja Icsi,Luis,19/06/2025,,,12.00,3.14,8.86
,,,,1.00,HOJAS CARTA PAQ 20 PZ,12.00,3.14,8.86
68146,Caja 1,JENNY,19/06/2025,,,67.00,62.49,4.51
,,,,1.00,HUEVO CRIO CONO 30PZ,67.00,62.49,4.51
68147,Caja 1,JENNY,19/06/2025,,,3.00,1.68,1.32
,,,,1.00,Bubbaloo platano 5.1gr,1.50,0.84,0.66
,,,,1.00,Bubbaloo Mora Azul 5.1gr,1.50,0.84,0.66
68148,Caja 1,JENNY,19/06/2025,,,18.00,5.85,12.15
,,,,1.00,Pimienta Molida,8.00,2.89,5.11
,,,,2.00,Ajo Molido sobre,10.00,2.96,7.04
68149,Caja Icsi,Luis,19/06/2025,,,38.00,30.10,7.90
,,,,1.00,Pepsi Jumbo 3Lt,38.00,30.10,7.90
68150,Caja Icsi,Luis,19/06/2025,,,11.00,7.43,3.57
,,,,1.00,Vogue Higienico De Rollo Ind,8.00,5.75,2.25
,,,,2.00,Clorets Menta 2.8gr 2Pastillas,3.00,1.68,1.32
68151,Caja 1,JENNY,19/06/2025,,,20.00,13.40,6.60
,,,,4.00,Pepto Bismol C/U,20.00,13.40,6.60
68152,Caja 1,JENNY,19/06/2025,,,167.00,142.90,24.10
,,,,0.34,Jamon Rebanado Suly 1kg,25.00,20.04,4.96
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
,,,,1.00,Queso De Hebra,125.00,108.86,16.14
68153,Caja Icsi,Luis,19/06/2025,,,7.00,2.50,4.50
,,,,1.00,Hielo Individual,7.00,2.50,4.50
68154,Caja 1,JENNY,19/06/2025,,,30.00,25.92,4.08
,,,,0.24,Queso De Hebra,30.00,25.92,4.08
68155,Caja 1,JENNY,19/06/2025,,,34.00,31.25,2.75
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68156,Caja 1,JENNY,19/06/2025,,,38.00,30.10,7.90
,,,,1.00,Pepsi Jumbo 3Lt,38.00,30.10,7.90
68157,Caja 1,JENNY,19/06/2025,,,25.00,18.42,6.58
,,,,1.00,Electrolit Naranja 625ml,25.00,18.42,6.58
68158,Caja 1,JENNY,19/06/2025,,,25.00,19.82,5.18
,,,,0.23,Queso Fresco,25.00,19.82,5.18
68159,Caja 1,JENNY,19/06/2025,,,220.00,210.25,9.75
,,,,1.00,GARCI CRESPO MANZANA PAQ 8PZ,220.00,210.25,9.75
68160,Caja 1,JENNY,19/06/2025,,,78.00,65.51,12.49
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.24,5.76
,,,,2.00,Vaso Plastico Individual del #8 1pza,2.00,0.84,1.16
,,,,1.00,Sponch 120gr,21.00,18.47,2.53
,,,,1.00,Pastelito Hershey's 40g 39045,13.00,9.96,3.04
68161,Caja 1,JENNY,19/06/2025,,,21.00,18.05,2.95
,,,,1.00,Nutrileche 1pza,21.00,18.05,2.95
68163,Caja 1,JENNY,19/06/2025,,,25.00,21.60,3.40
,,,,0.20,Queso De Hebra,25.00,21.60,3.40
68162,Caja Icsi,Luis,19/06/2025,,,699.00,499.00,200.00
,,,,1.00,Zuum Hidra X Tab160525,699.00,499.00,200.00
68164,Caja 1,JENNY,19/06/2025,,,43.00,32.22,10.78
,,,,1.00,Nutrioli 850ml,43.00,32.22,10.78
68165,Caja Icsi,Luis,19/06/2025,,,52.00,28.72,23.28
,,,,1.00,Agua Ciel 1.5 Lts 4721,18.00,12.75,5.25
,,,,1.00,Senzao Guarana 600ml 8330,19.00,15.17,3.83
,,,,5.00,IMPRESION BLANCO Y NEGRO,15.00,0.80,14.20
68166,Caja 1,JENNY,19/06/2025,,,14.00,10.09,3.91
,,,,1.00,Nectar Valle Mango Minibrick 250ml,14.00,10.09,3.91
68167,Caja 1,JENNY,19/06/2025,,,223.00,217.43,5.57
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68168,Caja 1,JENNY,19/06/2025,,,25.00,18.77,6.23
,,,,1.00,Electrolit Fresa 625 Ml,25.00,18.77,6.23
68169,Caja 1,JENNY,19/06/2025,,,19.00,13.25,5.75
,,,,0.25,Bolsa Natural 15x35 Hielo 1kg,19.00,13.25,5.75
68170,Caja 1,JENNY,19/06/2025,,,14.00,10.09,3.91
,,,,1.00,Nectar Valle Durazno Minibrick 250ml,14.00,10.09,3.91
68171,Caja 1,JENNY,19/06/2025,,,9.00,7.51,1.49
,,,,1.00,Cloralex 500 ml,9.00,7.51,1.49
68172,Caja Icsi,Luis,19/06/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
68173,Caja Icsi,Luis,19/06/2025,,,499.80,488.25,11.55
,,,,525.00,MASTER XTREME MAYOREO RECARGA,499.80,488.25,11.55
68174,Caja Icsi,Luis,19/06/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
68175,Caja 1,JENNY,19/06/2025,,,30.00,23.79,6.21
,,,,0.27,Queso Fresco,30.00,23.79,6.21
68176,Caja 1,JENNY,19/06/2025,,,272.50,266.06,6.44
,,,,1.00,PEPSI 1.5 LTS PAQ 12PZ,272.50,266.06,6.44
68177,Caja 1,JENNY,19/06/2025,,,18.00,14.55,3.45
,,,,1.00,Doritos Pizzerolas 61g,18.00,14.55,3.45
68178,Caja Icsi,Luis,19/06/2025,,,18.00,13.05,4.95
,,,,1.00,Pepsi 600 Ml,18.00,13.05,4.95
68179,Caja 1,JENNY,19/06/2025,,,9.50,1.83,7.67
,,,,1.00,Caja Vacia De Huevo,6.00,0.00,6.00
,,,,1.00,Cerillo Clasico Individual,3.50,1.83,1.67
68180,Caja 1,JENNY,19/06/2025,,,20.00,17.28,2.72
,,,,0.16,Queso De Hebra,20.00,17.28,2.72
68181,Caja 1,JENNY,19/06/2025,,,14.00,8.66,5.34
,,,,1.00,Bolsa Basura Grande 1pza,9.00,4.90,4.10
,,,,1.00,Bolsa Basura Mediana 1pza,5.00,3.76,1.24
68182,Caja 1,JENNY,19/06/2025,,,19.00,15.17,3.83
,,,,1.00,Fresca 600ml,19.00,15.17,3.83
68183,Caja 1,JENNY,19/06/2025,,,46.00,28.97,17.03
,,,,1.00,BOLSA BASURA MEDIANA 1KG 60x90,46.00,28.97,17.03
68184,Caja 1,JENNY,19/06/2025,,,50.00,43.20,6.80
,,,,0.40,Queso De Hebra,50.00,43.20,6.80
68185,Caja 1,JENNY,19/06/2025,,,12.00,6.78,5.22
,,,,2.00,Cigarro Marlboro Individual 1Pza,12.00,6.78,5.22
68186,Caja 1,JENNY,19/06/2025,,,40.00,33.74,6.26
,,,,2.00,Coca Cola 600ml,40.00,33.74,6.26
68187,Caja 1,JENNY,19/06/2025,,,20.00,16.80,3.20
,,,,1.00,Chips fuego 62g,20.00,16.80,3.20
68188,Caja 1,JENNY,19/06/2025,,,47.00,38.76,8.24
,,,,0.24,Queso De Hebra,30.00,25.92,4.08
,,,,1.00,ruffles mega crunch jalapeño 42g,17.00,12.84,4.16
68189,Caja 1,JENNY,19/06/2025,,,67.00,57.20,9.80
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
,,,,0.40,Queso De Hebra,50.00,43.20,6.80
68190,Caja 1,JENNY,19/06/2025,,,12.50,9.01,3.49
,,,,1.00,Zote Rosa 200g,12.50,9.01,3.49
68191,Caja 1,JENNY,19/06/2025,,,34.00,25.64,8.36
,,,,1.00,Nissin Camaron Picante S/Prepárar,17.00,10.88,6.12
,,,,1.00,Crossan Tines 3 pz,17.00,14.76,2.24
68192,Caja 1,JENNY,19/06/2025,,,19.00,15.05,3.95
,,,,1.00,Takis Fuego Mas Picante 65g,19.00,15.05,3.95
68193,Caja 1,JENNY,19/06/2025,,,20.00,15.86,4.14
,,,,0.18,Queso Fresco,20.00,15.86,4.14
68194,Caja 1,JENNY,19/06/2025,,,25.00,19.82,5.18
,,,,0.23,Queso Fresco,25.00,19.82,5.18
68195,Caja 1,JENNY,19/06/2025,,,45.00,36.12,8.88
,,,,1.00,Carlos V 18g,10.00,7.38,2.62
,,,,2.00,Mamut 44g 513700,24.00,20.34,3.66
,,,,1.00,Rocko 44g,11.00,8.40,2.60
68196,Caja 1,JENNY,19/06/2025,,,1.50,0.79,0.71
,,,,1.00,Clorets Menta 2.8gr 2Pastillas,1.50,0.79,0.71
68197,Caja 1,JENNY,19/06/2025,,,223.00,217.43,5.57
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68198,Caja 1,JENNY,19/06/2025,,,20.00,14.12,5.88
,,,,0.39,Salchijocho Pavo Any Agranel,20.00,14.12,5.88
68199,Caja 1,JENNY,19/06/2025,,,49.00,29.00,20.00
,,,,1.00,BOLSA BASURA GRANDE 1KG 90x120,49.00,29.00,20.00
68200,Caja 1,JENNY,19/06/2025,,,6.00,2.05,3.95
,,,,1.00,Folder Carta Azul,6.00,2.05,3.95
68201,Caja 1,JENNY,19/06/2025,,,9.00,5.61,3.39
,,,,3.00,Trident Menta 4 past 5.2gr,9.00,5.61,3.39
68202,Caja 1,JENNY,19/06/2025,,,38.00,29.94,8.06
,,,,1.00,Yoghurt Disfruta Durazno 307g 9550,21.00,16.50,4.50
,,,,1.00,Barritas Fresa Mas Galleta 75g,17.00,13.44,3.56
68203,Caja 1,JENNY,19/06/2025,,,18.00,10.17,7.83
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,10.17,7.83
68204,Caja 1,JENNY,19/06/2025,,,30.00,26.86,3.14
,,,,2.00,Runners 58g,30.00,26.86,3.14
68205,Caja 1,JENNY,19/06/2025,,,324.00,276.67,47.33
,,,,1.00,Nito 1Pza 62g,15.00,12.45,2.55
,,,,1.00,Jamon Rebanado Suly 1kg,71.00,58.50,12.50
,,,,1.60,Queso De Hebra,200.00,174.18,25.82
,,,,1.00,Chocoroles Piña  2p 80G,22.00,18.26,3.74
,,,,1.00,Gansito Tradicional 1p 50g,16.00,13.28,2.72
68206,Caja 1,JENNY,19/06/2025,,,20.00,16.80,3.20
,,,,1.00,Chips fuego 62g,20.00,16.80,3.20
68207,Caja 1,JENNY,19/06/2025,,,38.00,30.10,7.90
,,,,1.00,Pepsi Jumbo 3Lt,38.00,30.10,7.90
68208,Caja 1,JENNY,19/06/2025,,,26.00,21.08,4.92
,,,,1.00,Pepsi 1.5Lt,26.00,21.08,4.92
68209,Caja 1,JENNY,19/06/2025,,,13.00,11.32,1.68
,,,,1.00,Salsa Catsup 220gr Botella Plastico,13.00,11.32,1.68
68210,Caja 1,JENNY,19/06/2025,,,39.00,31.95,7.05
,,,,1.00,Sabrita Habanero 48gr,17.00,14.55,2.45
,,,,1.00,Bolsa Asa Grande venta individual 1pz,2.00,0.60,1.40
,,,,1.00,Chips fuego 62g,20.00,16.80,3.20
68211,Caja 1,JENNY,19/06/2025,,,71.00,46.00,25.00
,,,,1.00,Axe Dark Temptation Spray Cab 150ml,71.00,46.00,25.00
68212,Caja 1,JENNY,19/06/2025,,,42.00,36.24,5.76
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.24,5.76
68213,Caja 1,JENNY,19/06/2025,,,82.00,67.89,14.11
,,,,1.00,Pepsi 1.5Lt,26.00,21.08,4.92
,,,,2.00,Vaso Plastico Individual del #8 1pza,2.00,0.84,1.16
,,,,1.00,Cheetos Torcido Naranja 52g,15.00,12.84,2.16
,,,,1.00,Doritos Nacho 61gr,18.00,14.66,3.34
,,,,1.00,Sponch 120gr,21.00,18.47,2.53
68214,Caja 1,JENNY,19/06/2025,,,12.00,9.07,2.93
,,,,1.00,Epura 600 ml,12.00,9.07,2.93
68215,Caja 1,JENNY,19/06/2025,,,50.01,39.64,10.37
,,,,0.45,Queso Fresco,50.01,39.64,10.37
68216,Caja 1,JENNY,19/06/2025,,,446.00,434.86,11.14
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,446.00,434.86,11.14
68217,Caja 1,JENNY,19/06/2025,,,34.00,31.25,2.75
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68218,Caja 1,JENNY,19/06/2025,,,71.00,49.46,21.54
,,,,3.00,Atun Nair Aceite 130g,45.00,31.32,13.68
,,,,1.00,Chicharos Clemente Jacques 220gr,11.00,8.14,2.86
,,,,1.00,Elote Herdez 225g,15.00,10.00,5.00
68219,Caja 1,JENNY,19/06/2025,,,19.00,12.50,6.50
,,,,1.00,sabritones rodacas sal y limon  60g,19.00,12.50,6.50
68220,Caja 1,JENNY,19/06/2025,,,70.00,49.58,20.42
,,,,2.00,Power Mora 1 Lt,70.00,49.58,20.42
68221,Caja 1,JENNY,19/06/2025,,,40.00,32.09,7.91
,,,,1.00,Valle Frut Citrus 3lt,40.00,32.09,7.91
68222,Caja 1,JENNY,19/06/2025,,,3.00,1.26,1.74
,,,,3.00,Vaso Plastico Individual del #8 1pza,3.00,1.26,1.74
68223,Caja 1,JENNY,19/06/2025,,,223.00,217.43,5.57
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68224,Caja 1,JENNY,19/06/2025,,,16.00,11.42,4.58
,,,,2.00,Pelon Pelo Rico 30g,16.00,11.42,4.58
68225,Caja 1,JENNY,19/06/2025,,,52.00,41.25,10.75
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),20.00,15.83,4.17
,,,,1.00,Cremax Chocolate 213g,32.00,25.42,6.58
68226,Caja 1,JENNY,19/06/2025,,,3.00,1.87,1.13
,,,,1.00,Trident Menta 4 past 5.2gr,3.00,1.87,1.13
68227,Caja 1,JENNY,19/06/2025,,,22.00,15.80,6.20
,,,,1.00,Big Mix Inglesa Limon 75g,22.00,15.80,6.20
68228,Caja Icsi,Luis,19/06/2025,,,18.00,13.06,4.94
,,,,1.00,Epura 1.5 lt,18.00,13.06,4.94
68229,Caja 1,JENNY,19/06/2025,,,76.00,67.49,8.51
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.24,5.76
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68230,Caja 1,JENNY,19/06/2025,,,30.00,25.92,4.08
,,,,0.24,Queso De Hebra,30.00,25.92,4.08
68231,Caja 1,JENNY,19/06/2025,,,6.00,3.08,2.92
,,,,4.00,Clorets Menta 2.8gr 2Pastillas,6.00,3.08,2.92
68232,Caja Icsi,Luis,19/06/2025,,,25.00,18.66,6.34
,,,,1.00,Electrolit Uva 625 Ml,25.00,18.66,6.34
68233,Caja 1,JENNY,19/06/2025,,,10.00,5.82,4.18
,,,,1.00,Halls Yerbabuena 34gm,10.00,5.82,4.18
68234,Caja 1,JENNY,19/06/2025,,,9.00,4.74,4.26
,,,,6.00,Bubbaloo Fresa 5.1gr,9.00,4.74,4.26
68235,Caja 1,JENNY,19/06/2025,,,30.00,23.79,6.21
,,,,0.27,Queso Fresco,30.00,23.79,6.21
68236,Caja 1,JENNY,19/06/2025,,,33.00,27.98,5.02
,,,,1.00,Runners 58g,15.00,13.43,1.57
,,,,1.00,Sabritas Adobadas 42gm,18.00,14.55,3.45
68237,Caja 1,JENNY,19/06/2025,,,8.00,4.60,3.40
,,,,1.00,Cal 1kg,8.00,4.60,3.40
68238,Caja 1,JENNY,19/06/2025,,,508.00,460.05,47.95
,,,,2.00,Servicio Domicilio,16.00,0.00,16.00
,,,,1.00,PEPSI 3LTS PAQ 8PZ,269.00,242.62,26.38
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68239,Caja 1,JENNY,19/06/2025,,,541.00,489.81,51.19
,,,,2.00,Servicio Domicilio,16.00,0.00,16.00
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
,,,,1.00,FANTA 3LT 2FRESA-2NJA-2FRESCA-2SIDRAL PAQ8PZ,302.00,272.38,29.62
68240,Caja 1,JENNY,19/06/2025,,,23.00,19.78,3.22
,,,,1.00,Clarasol 1.850lt,23.00,19.78,3.22
68241,Caja 1,JENNY,19/06/2025,,,50.00,43.20,6.80
,,,,0.40,Queso De Hebra,50.00,43.20,6.80
68242,Caja 1,JENNY,19/06/2025,,,254.00,237.54,16.46
,,,,4.00,Envios De Recargas,4.00,0.04,3.96
,,,,250.00,RECARGAS XTREME (MULTICEL-MINISUPER),250.00,237.50,12.50
68243,Caja Icsi,Luis,19/06/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
68244,Caja Icsi,Luis,19/06/2025,,,999.60,976.50,23.10
,,,,1050.00,MASTER XTREME MAYOREO RECARGA,999.60,976.50,23.10
68245,Caja 1,SUSANA,19/06/2025,,,53.00,45.00,8.00
,,,,1.00,QUESO CREMA 1 BARRA,53.00,45.00,8.00
68246,Caja 1,SUSANA,19/06/2025,,,76.00,67.13,8.87
,,,,1.00,Chivacola Botella Omnilife 600ml,20.00,18.53,1.47
,,,,1.00,Quaker Avena Con Manzana Y Canela 60g,16.00,13.50,2.50
,,,,1.00,Lala 100 Sin Lactosa 1l,40.00,35.10,4.90
68247,Caja 1,SUSANA,19/06/2025,,,25.00,17.16,7.84
,,,,2.00,Nescafe Clasico Sobre 14gr,25.00,17.16,7.84
68248,Caja 1,SUSANA,19/06/2025,,,18.00,10.17,7.83
,,,,3.00,Cigarro Marlboro Individual 1Pza,18.00,10.17,7.83
68249,Caja 1,SUSANA,19/06/2025,,,36.00,25.43,10.57
,,,,1.00,Coca Cola Vidrio 1 1/4,26.00,22.43,3.57
,,,,1.00,Importe Botella,10.00,3.00,7.00
68250,Caja 1,SUSANA,19/06/2025,,,446.00,434.86,11.14
,,,,2.00,COCA RETORNABLE 3LTS PAQ 6PZA,446.00,434.86,11.14
68251,Caja 1,SUSANA,19/06/2025,,,42.00,33.93,8.07
,,,,1.00,Elite Higienico Mediano 300 Hjs,25.00,21.55,3.45
,,,,1.00,Fijador GEL Barber Style 200g,17.00,12.38,4.62
68252,Caja 1,SUSANA,19/06/2025,,,62.00,52.07,9.93
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.24,5.76
,,,,1.00,Platanitos Fritos Y Chicharrones (bananitas),20.00,15.83,4.17
68253,Caja 1,SUSANA,19/06/2025,,,30.00,23.84,6.16
,,,,1.00,VOGUE 400HJ PAQ 4PZAS,30.00,23.84,6.16
68254,Caja Icsi,Luis,19/06/2025,,,464.00,449.92,14.08
,,,,1.00,COMISION SERVICIOS 1-500 ( MULTI-SUSI ),15.00,9.90,5.10
,,,,449.00,ICSI Pago Servicio XTREME,449.00,440.02,8.98
68255,Caja 1,SUSANA,19/06/2025,,,48.00,35.73,12.27
,,,,6.00,Huevo Crio Individual 1pza,18.00,11.94,6.06
,,,,0.27,Queso Fresco,30.00,23.79,6.21
68256,Caja Icsi,Luis,19/06/2025,,,37.00,15.65,21.35
,,,,1.00,Senzao Guarana 600ml 8330,19.00,15.17,3.83
,,,,1.00,DESCARGA RECIBO DE LUZ IMPRESION,10.00,0.16,9.84
,,,,2.00,IMPRESION A COLORES,8.00,0.32,7.68
68257,Caja Icsi,Luis,19/06/2025,,,14.00,0.32,13.68
,,,,1.00,DESCARGA CURP,10.00,0.16,9.84
,,,,1.00,IMPRESION A COLORES,4.00,0.16,3.84
68258,Caja 1,SUSANA,19/06/2025,,,142.00,91.20,50.80
,,,,1.00,Aloe Beta omnilife Sabor Piña 200ml,47.00,29.43,17.57
,,,,1.00,Egoplant  Sabor Herbal 200ml Omnilife,45.00,29.27,15.73
,,,,1.00,Ego Frutas omnilife lata 355ml,50.00,32.50,17.50
68259,Caja 1,SUSANA,19/06/2025,,,20.00,16.80,3.20
,,,,1.00,Chips fuego 62g,20.00,16.80,3.20
68260,Caja 1,SUSANA,19/06/2025,,,39.00,28.91,10.09
,,,,6.00,Vaso Plastico Individual del #8 1pza,6.00,2.52,3.48
,,,,1.00,Sidral mundet fresa kiwi 2 lts,33.00,26.39,6.61
68261,Caja 1,SUSANA,19/06/2025,,,31.00,26.40,4.60
,,,,1.00,Queso Manchego Lala 144gr 010830,31.00,26.40,4.60
68262,Caja Icsi,Luis,19/06/2025,,,29.00,21.96,7.04
,,,,1.00,Libreta Scribe Cuadro Chico 100hjs,29.00,21.96,7.04
68263,Caja 1,SUSANA,19/06/2025,,,223.00,217.43,5.57
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68264,Caja 1,SUSANA,19/06/2025,,,34.00,31.25,2.75
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68265,Caja 1,SUSANA,19/06/2025,,,22.00,15.80,6.20
,,,,1.00,Big Mix Inglesa Limon 75g,22.00,15.80,6.20
68266,Caja 1,SUSANA,19/06/2025,,,42.00,36.24,5.76
,,,,1.00,Coca Retornable 3LTS 3068,42.00,36.24,5.76
68267,Caja Icsi,Luis,19/06/2025,,,99.00,90.29,8.71
,,,,4.00,Envios De Recargas,4.00,0.04,3.96
,,,,95.00,ICSI Recargas Xtreme,95.00,90.25,4.75
68268,Caja 1,SUSANA,19/06/2025,,,223.00,217.43,5.57
,,,,1.00,COCA RETORNABLE 3LTS PAQ 6PZA,223.00,217.43,5.57
68269,Caja 1,SUSANA,19/06/2025,,,40.01,34.56,5.45
,,,,0.32,Queso De Hebra,40.01,34.56,5.45
68270,Caja 1,SUSANA,19/06/2025,,,40.00,31.72,8.28
,,,,0.36,Queso Fresco,40.00,31.72,8.28
68271,Caja 1,SUSANA,19/06/2025,,,40.00,33.14,6.86
,,,,0.16,Queso De Hebra,20.00,17.28,2.72
,,,,0.18,Queso Fresco,20.00,15.86,4.14
68272,Caja 1,SUSANA,19/06/2025,,,35.00,27.86,7.14
,,,,1.00,Barmicil Compuesto 30g,35.00,27.86,7.14
68273,Caja 1,SUSANA,19/06/2025,,,50.00,40.11,9.89
,,,,1.00,Pedigree Adulto 1kg,50.00,40.11,9.89
68274,Caja 1,SUSANA,19/06/2025,,,58.00,49.09,8.91
,,,,1.00,Saba Buenas Noches Ext.Largas Alas Paq 8pz,24.00,17.84,6.16
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68275,Caja 1,SUSANA,19/06/2025,,,12.00,6.78,5.22
,,,,2.00,Cigarro Marlboro Individual 1Pza,12.00,6.78,5.22
68276,Caja 1,SUSANA,19/06/2025,,,41.00,33.89,7.11
,,,,2.00,Paleta Bubbaloo Xtreme Fresa 1Pz,10.00,8.62,1.38
,,,,1.00,Gansito Tradicional 1p 50g,16.00,13.28,2.72
,,,,1.00,Cheetos Jalaqueño 58g.,15.00,11.99,3.01
68277,Caja 1,SUSANA,19/06/2025,,,24.00,15.50,8.50
,,,,1.00,Zote blanco 400gr,24.00,15.50,8.50
68278,Caja 1,SUSANA,19/06/2025,,,51.00,47.51,3.49
,,,,1.00,Envios De Recargas,1.00,0.01,0.99
,,,,50.00,RECARGAS XTREME (MULTICEL-MINISUPER),50.00,47.50,2.50
68279,Caja 1,JENNY,20/06/2025,,,19.00,13.03,5.97
,,,,3.00,Huevo Crio Individual 1pza,9.00,5.97,3.03
,,,,0.20,Salchijocho Pavo Any Agranel,10.00,7.06,2.94
68280,Caja 1,JENNY,20/06/2025,,,142.00,122.86,19.14
,,,,1.00,Queso Crema La Escondida 250g,17.00,14.00,3.00
,,,,1.00,Queso De Hebra,125.00,108.86,16.14
68281,Caja 1,JENNY,20/06/2025,,,39.50,30.45,9.05
,,,,3.00,Suavelastic Etapa 5 Individual Jumbo,22.50,17.01,5.49
,,,,1.00,Suavicrema De Chocolate 100g,17.00,13.44,3.56
68282,Caja 1,JENNY,20/06/2025,,,19.00,16.81,2.19
,,,,1.00,Florentinas Fresa 83gr 017300 7500478026562,19.00,16.81,2.19
68283,Caja 1,JENNY,20/06/2025,,,64.00,47.91,16.09
,,,,1.00,Achiote La Anita 110gr,13.00,10.74,2.26
,,,,1.00,Mantequilla Primavera Barra,19.00,15.99,3.01
,,,,2.00,Mantequilla La Villita 90gr,32.00,21.18,10.82
68284,Caja 1,JENNY,20/06/2025,,,20.00,16.87,3.13
,,,,1.00,Coca Cola 600ml,20.00,16.87,3.13
68285,Caja 1,JENNY,20/06/2025,,,2.00,0.87,1.13
,,,,1.00,Globo Individual,2.00,0.87,1.13
68286,Caja 1,JENNY,20/06/2025,,,1.50,0.84,0.66
,,,,1.00,Bubbaloo platano 5.1gr,1.50,0.84,0.66
68287,Caja 1,JENNY,20/06/2025,,,20.00,15.81,4.19
,,,,1.00,Azucar 1 Kg,20.00,15.81,4.19
68288,Caja 1,JENNY,20/06/2025,,,34.00,31.25,2.75
,,,,1.00,HUEVO CRIO 1/2 CONO,34.00,31.25,2.75
68289,Caja 1,JENNY,20/06/2025,,,37.00,23.66,13.34
,,,,2.00,Cafezzino Plus (cafe Omnilife) sobre,37.00,23.66,13.34
